, Mùi cỏ tươi, Mùi trái cây, Mùi hoa, Mùi sữa, Mùi gỗ tươi, Mùi caramel, Mùi mật ong, Mùi khói, Mùi earthy, Mùi rong biển, Hương cỏ tươi, Hương trái cây, Hương hoa, Hương sữa, Hương gỗ tươi, Hương caramel, Hương mật ong, Hương khói, Hương earthy, Hương rong biển, Vị ngọt, Vị chua, Vị đắng, Vị umami, Vị mặn, Hậu vị ngọt, Hậu vị đắng, Hậu vị umami, Hậu vị chua, Cảm giác béo, Cảm giác chát, Cảm giác bám miệng, Body, Sandy
 Hương cỏ tươi,0.9872920695973608,-0.45169395503254384,0.42839799510207477,-0.16554341667090053,0.7321454177894571,-0.9405851427924292,-0.8623046926540433,-0.28788924359610524,0.3936106380863505,0.6656271305326428,1.0,-0.4783522973901869,0.6171557839304779,-0.07771515198617676,0.617394504383626,-0.9284828054475259,-0.8165952043881003,-0.43020012059680646,0.5189613569357453,0.7713844093248892,-0.43525654959563254,-0.7032033000529301,0.5420525437908004,0.1873737847832896,0.3633674836081409,-0.31526398648130144,0.3359511763676979,0.18359914075803188,-0.43517310888371935,-0.013703202348186215,0.4114378078911998,0.447687930377164,0.6981147860787392,-0.8898967174142574
 Hương trái cây,-0.452302416324818,0.9919548839021755,-0.27828602801188346,-0.7142777911043866,0.010966763217256533,0.6987912192983761,0.8552162093579393,0.6231854965365161,0.38275388732826776,-0.1933051764910154,-0.4783522973901869,1.0,-0.44512086672520174,-0.7228619466664172,0.25920587484937324,0.7648066682470358,0.7866650247098568,0.6286548489544751,0.0642328764486766,-0.21129583629922374,-0.19996196091449595,0.9237840393872153,0.0815385704547386,-0.6318595630881374,-0.7704424149555346,0.4266279479405097,0.2743108135288591,-0.7235436728308966,0.9069037751776949,-0.783621985097859,0.3171143626757621,0.5210163137965139,0.1539285595203183,0.5066945919381398
 Hương hoa,0.7262385216703701,-0.5247501150331602,0.9697250124435535,0.3556380380206337,-0.035402491344558966,-0.7725440608124653,-0.5817144291793493,-0.8726855727467643,-0.3671876103299601,-0.1762035705608814,0.6171557839304779,-0.44512086672520174,1.0,0.47989143356953334,-0.08709066388429056,-0.5833469301832028,-0.30424116284482383,-0.9342046132886608,-0.3374406226493581,-0.02352059477675194,0.40296381837480133,-0.7332778649492284,-0.30422435375569423,0.8078401675147684,0.8298785231654231,0.4396700327283668,-0.4925455076621014,0.7476770668393048,-0.7280194724475674,0.48009583866830763,-0.38267572907948805,-0.10796442999802129,-0.010903901526370047,-0.9080912806360736
 Hương sữa,-0.01857533951858725,-0.7908872835635131,0.4842595770406755,0.9904527001256048,-0.6815649550822037,-0.26473979396496333,-0.34579037542837976,-0.843073960249205,-0.9149459577128745,-0.5375497604113447,-0.07771515198617676,-0.7228619466664172,0.47989143356953334,1.0,-0.8266611055409315,-0.21036987585114425,-0.14858096749183433,-0.761203417603932,-0.7329223692742343,-0.5174938788534406,0.8176722040884056,-0.6435334988015361,-0.7468888789120858,0.897901890891314,0.8752415354392696,0.19583878224146847,-0.8512805619442882,0.9413644114435559,-0.8633322525965488,0.9956339126651286,-0.8842645583838838,-0.9148408046432578,-0.7585920795020321,-0.23176179118107212
 Hương gỗ tươi,0.5501268856114511,0.3371717794647337,-0.2103329753973923,-0.8581726066798344,0.9664523812745159,-0.3140088040245277,-0.23632894335956886,0.5381930849754999,0.9584613707211397,0.8445656768894398,0.617394504383626,0.25920587484937324,-0.08709066388429056,-0.8266611055409315,1.0,-0.3744176717387555,-0.3883728230803132,0.39667728493812593,0.9097034112478586,0.8760427555466193,-0.9239397853163243,0.1012919246548519,0.9293978349910104,-0.6326075267151757,-0.503730576193336,-0.4164072035843499,0.8960273113690368,-0.6557439821212817,0.4314276167501699,-0.7812323767371758,0.9513588420716631,0.9524497376321851,0.9937082739925431,-0.2815939526783593
 Hương caramel,-0.8977311490836059,0.7336237437441563,-0.3673505272835384,-0.14947003484552793,-0.5663570438323782,0.9641312448937281,0.9879464832598631,0.4162222270925115,-0.17200967103023718,-0.6156025294431708,-0.9284828054475259,0.7648066682470358,-0.5833469301832028,-0.21036987585114425,-0.3744176717387555,1.0,0.9472645263777848,0.5235697336787088,-0.40453430661847073,-0.6919779724083566,0.2866099819230827,0.880845375190829,-0.4120278092456417,-0.3477153272027298,-0.5423040534187243,0.4680361037329451,-0.18527786783553996,-0.3897841472703187,0.6660679056235035,-0.28631684228392257,-0.2156231005826585,-0.13125301863570932,-0.4759028076647523,0.8296933401543833
 Hương mật ong,-0.7393012835468907,0.7226787473744232,-0.06337806586602,-0.12993028689862973,-0.60797284532586,0.8284921278234324,0.9486502786639138,0.2026958438945213,-0.26224783861671475,-0.7432082369852467,-0.8165952043881003,0.7866650247098568,-0.30424116284482383,-0.14858096749183433,-0.3883728230803132,0.9472645263777848,1.0,0.2933864330685033,-0.5432975131474101,-0.7688574234877105,0.4235817470387249,0.789079032205681,-0.5361138051233498,-0.15625583750324853,-0.37347191060577417,0.721704883761397,-0.3395257244270486,-0.236833825078285,0.5624161389120409,-0.23751179489586877,-0.32376670510387046,-0.10122689795930812,-0.4822345778275929,0.6073516944008985
 Hương khói,-0.5338784511661002,0.7143737324737124,-0.9115310305485298,-0.6656530786349322,0.2976716077318794,0.6839362420852041,0.5774246222551161,0.98716317482559,0.639959880319016,0.34161292699920576,-0.43020012059680646,0.6286548489544751,-0.9342046132886608,-0.761203417603932,0.39667728493812593,0.5235697336787088,0.2933864330685033,1.0,0.5415526437218805,0.2207924072044485,-0.625324373468916,0.8086365340818271,0.5228327220359749,-0.9612803871738479,-0.9702415903350745,-0.3969314136334567,0.7057067911445418,-0.9353619071641773,0.8920793027424595,-0.7603745344566138,0.6383443699090519,0.45045965270684407,0.31206417298387495,0.7683738449994667
 Hương earthy,0.39821774411356214,0.17627056753396567,-0.5066798536707162,-0.7145912169192684,0.9482979880272732,-0.2419025625527586,-0.3050636588894015,0.6550813598722893,0.9406808370495159,0.9654829243855391,0.5189613569357453,0.0642328764486766,-0.3374406226493581,-0.7329223692742343,0.9097034112478586,-0.40453430661847073,-0.5432975131474101,0.5415526437218805,1.0,0.9387125355939289,-0.9905411688863637,0.060386785101268305,0.9987045228286681,-0.716234030671397,-0.5486377169695913,-0.7478609590263805,0.9732336445468842,-0.6791666123671302,0.38475617912348287,-0.6662198091416498,0.9648286854933267,0.7744387635476719,0.911011313479272,-0.08178608201095304
 Hương rong biển,0.6696446783787372,-0.11412860444917308,-0.23382734019405882,-0.5312370553516562,0.9701002579932005,-0.560460886793896,-0.6036623016734315,0.354609435331658,0.8170994579026256,0.9862699739171067,0.7713844093248892,-0.21129583629922374,-0.02352059477675194,-0.5174938788534406,0.8760427555466193,-0.6919779724083566,-0.7688574234877105,0.2207924072044485,0.9387125355939289,1.0,-0.889947085977799,-0.27519108137980797,0.9428678034160632,-0.43274788066919156,-0.23089457083075102,-0.7335092976541256,0.8371759170689649,-0.3943655140586367,0.06442635669886669,-0.438385346770703,0.8490511913476282,0.6875080647097869,0.9140172162101936,-0.3971507353947688
 Vị ngọt,-0.3190244086606678,-0.30958835393396805,0.5460941803154555,0.7967517256323322,-0.9284831198968907,0.13344559315101395,0.1776569637796056,-0.7345956257221928,-0.9745823935931636,-0.9207724557019656,-0.43525654959563254,-0.19996196091449595,0.40296381837480133,0.8176722040884056,-0.9239397853163243,0.2866099819230827,0.4235817470387249,-0.625324373468916,-0.9905411688863637,-0.889947085977799,1.0,-0.19064821270140248,-0.9910271957541374,0.7944881231733848,0.6491526607468634,0.681726283213662,-0.994150642872297,0.7693151591305322,-0.5052845658433311,0.7604300262787437,-0.9898497714920946,-0.8262482705179449,-0.9103268561367595,0.0
 Vị chua,-0.7169595154268339,0.9384824023725513,-0.5739606374149547,-0.5832174912941226,-0.10887921983752592,0.8960603337344677,0.932143768744982,0.7606858330455604,0.3147692314263099,-0.19623737957527512,-0.7032033000529301,0.9237840393872153,-0.7332778649492284,-0.6435334988015361,0.1012919246548519,0.880845375190829,0.789079032205681,0.8086365340818271,0.060386785101268305,-0.27519108137980797,-0.19064821270140248,1.0,0.058064516129032184,-0.728890160325313,-0.8636008636012953,0.21596756322638833,0.28816895837761075,-0.7735991199940692,0.9397828741758532,-0.69733512237731,0.2705258711879345,0.3208875135245348,-0.010457024970856144,0.7951465679458906
 Vị đắng,0.4267616163254965,0.19041671932196688,-0.4708140880824119,-0.7349904641747568,0.9611810697484817,-0.2604336988233485,-0.30718374197277815,0.6413625651168448,0.9500569039853464,0.9621082637510018,0.5420525437908004,0.0815385704547386,-0.30422435375569423,-0.7468888789120858,0.9293978349910104,-0.4120278092456417,-0.5361138051233498,0.5228327220359749,0.9987045228286681,0.9428678034160632,-0.9910271957541374,0.058064516129032184,1.0,-0.7074971577161846,-0.5418672085341462,-0.7164638208621449,0.9714561792729769,-0.6771071867474973,0.38696941877829244,-0.6816897830932036,0.9709571965892531,0.801790933793304,0.9306752224062241,-0.11359236684941297
 Vị umami,0.2911074001892711,-0.7248280096582659,0.8192055956264126,0.8288142272170377,-0.531568908702483,-0.4941273685545843,-0.43654084371144036,-0.9926973864876653,-0.8241729468308611,-0.5228891918483126,0.1873737847832896,-0.6318595630881374,0.8078401675147684,0.897901890891314,-0.6326075267151757,-0.3477153272027298,-0.15625583750324853,-0.9612803871738479,-0.716234030671397,-0.43274788066919156,0.7944881231733848,-0.728890160325313,-0.7074971577161846,1.0,0.9745958821739853,0.4311395919961635,-0.8549232872699655,0.9894301349773554,-0.8947189137303057,0.8861715556843555,-0.81806554162309,-0.6730786771672677,-0.5572705208338072,-0.5649940185898831
 Vị mặn,0.44356281120003144,-0.8433802953476238,0.7859774918918592,0.8056594945107609,-0.3595195434232338,-0.6535581185603768,-0.6255432421712244,-0.978700365857839,-0.7129918293382963,-0.3219113899898252,0.3633674836081409,-0.7704424149555346,0.8298785231654231,0.8752415354392696,-0.503730576193336,-0.5423040534187243,-0.37347191060577417,-0.9702415903350745,-0.5486377169695913,-0.23089457083075102,0.6491526607468634,-0.8636008636012953,-0.5418672085341462,0.9745958821739853,1.0,0.24293289905367468,-0.7251585986251936,0.9824718648648239,-0.9673016668133488,0.8843391595586615,-0.693528366465298,-0.6064009939594218,-0.41169348479630935,-0.6708203932499368
 Hậu vị ngọt,-0.1632666661170025,0.30895330023153267,0.6444217935997609,0.12232574790726093,-0.5878594948575175,0.21802217840396523,0.47278010361272615,-0.43589061483501784,-0.5017567287103046,-0.821130105690577,-0.31526398648130144,0.4266279479405097,0.4396700327283668,0.19583878224146847,-0.4164072035843499,0.4680361037329451,0.721704883761397,-0.3969314136334567,-0.7478609590263805,-0.7335092976541256,0.681726283213662,0.21596756322638833,-0.7164638208621449,0.4311395919961635,0.24293289905367468,1.0,-0.6677217249978036,0.3102771598813663,0.009791224924100849,0.1122272783916365,-0.5716314778903766,-0.15959098073922487,-0.4500625130238478,-0.09053574604251863
 Hậu vị đắng,0.21695096455007407,0.385176089038061,-0.6182209376518747,-0.8198078898506443,0.8846628566568081,-0.025757243987791407,-0.07804181692427453,0.8035782516405858,0.9748955011326365,0.8810357114916663,0.3359511763676979,0.2743108135288591,-0.4925455076621014,-0.8512805619442882,0.8960273113690368,-0.18527786783553996,-0.3395257244270486,0.7057067911445418,0.9732336445468842,0.8371759170689649,-0.994150642872297,0.28816895837761075,0.9714561792729769,-0.8549232872699655,-0.7251585986251936,-0.6677217249978036,1.0,-0.8296570947670141,0.5854820728988535,-0.7996779572683178,0.9878747574394192,0.8168231033180545,0.8715531574216215,0.10461315619318824
 Hậu vị umami,0.26939620724270685,-0.8049231998015566,0.7374517374517372,0.8865223203402034,-0.5243926338653715,-0.5022357964815943,-0.49166290855164085,-0.9730841204712956,-0.8305862316125772,-0.46807794779390616,0.18359914075803188,-0.7235436728308966,0.7476770668393048,0.9413644114435559,-0.6557439821212817,-0.3897841472703187,-0.236833825078285,-0.9353619071641773,-0.6791666123671302,-0.3943655140586367,0.7693151591305322,-0.7735991199940692,-0.6771071867474973,0.9894301349773554,0.9824718648648239,0.3102771598813663,-0.8296570947670141,1.0,-0.9360914723937491,0.938864120184422,-0.8127795854201096,-0.7327994559311712,-0.5743577173799499,-0.527249730196496
 Hậu vị chua,-0.47781575645227414,0.951770359688506,-0.6319805371998409,-0.8134108369459453,0.23741570774975024,0.7136164021243463,0.7563612760200645,0.8946300779688405,0.6198893209906436,0.13233880524392788,-0.43517310888371935,0.9069037751776949,-0.7280194724475674,-0.8633322525965488,0.4314276167501699,0.6660679056235035,0.5624161389120409,0.8920793027424595,0.38475617912348287,0.06442635669886669,-0.5052845658433311,0.9397828741758532,0.38696941877829244,-0.8947189137303057,-0.9673016668133488,0.009791224924100849,0.5854820728988535,-0.9360914723937491,1.0,-0.8937252539531144,0.5810050093913349,0.6036810624038017,0.32854123009922465,0.6488856845230502
 Cảm giác béo,0.03459551918375496,-0.8428403783268833,0.46165141821222966,0.9876303106673769,-0.6168930957291958,-0.323676543271665,-0.42108674085842296,-0.8344999643516411,-0.87386415103197,-0.4567608383308354,-0.013703202348186215,-0.783621985097859,0.48009583866830763,0.9956339126651286,-0.7812323767371758,-0.28631684228392257,-0.23751179489586877,-0.7603745344566138,-0.6662198091416498,-0.438385346770703,0.7604300262787437,-0.69733512237731,-0.6816897830932036,0.8861715556843555,0.8843391595586615,0.1122272783916365,-0.7996779572683178,0.938864120184422,-0.8937252539531144,1.0,-0.8369320838959665,-0.896441556412008,-0.7064174200637434,-0.26562660124542986
 Cảm giác chát,0.30962094636901655,0.4177915418153271,-0.501295193402822,-0.873043301805165,0.9213139209788036,-0.0904410723985365,-0.09296399633494618,0.7514803730629884,0.9965286897352896,0.8690985774513446,0.4114378078911998,0.3171143626757621,-0.38267572907948805,-0.8842645583838838,0.9513588420716631,-0.2156231005826585,-0.32376670510387046,0.6383443699090519,0.9648286854933267,0.8490511913476282,-0.9898497714920946,0.2705258711879345,0.9709571965892531,-0.81806554162309,-0.693528366465298,-0.5716314778903766,0.9878747574394192,-0.8127795854201096,0.5810050093913349,-0.8369320838959665,1.0,0.8936821178726725,0.9279436074843682,0.0
 Cảm giác bám miệng,0.41161621044103885,0.576369715973109,-0.1608584171556231,-0.9547134369412335,0.8427041289310956,-0.12507001193705897,0.021073891323179522,0.5796368942362685,0.9247677627130018,0.6474378330746853,0.447687930377164,0.5210163137965139,-0.10796442999802129,-0.9148408046432578,0.9524497376321851,-0.13125301863570932,-0.10122689795930812,0.45045965270684407,0.7744387635476719,0.6875080647097869,-0.8262482705179449,0.3208875135245348,0.801790933793304,-0.6730786771672677,-0.6064009939594218,-0.15959098073922487,0.8168231033180545,-0.7327994559311712,0.6036810624038017,-0.896441556412008,0.8936821178726725,1.0,0.9195490963924845,-0.18079384588222738
 Body,0.630841176347414,0.231476115200136,-0.15370136098900056,-0.7960434356504833,0.9848481033608467,-0.4147120089501128,-0.3433761030136702,0.45933400317823775,0.9295246210299984,0.8746902248075299,0.6981147860787392,0.1539285595203183,-0.010903901526370047,-0.7585920795020321,0.9937082739925431,-0.4759028076647523,-0.4822345778275929,0.31206417298387495,0.911011313479272,0.9140172162101936,-0.9103268561367595,-0.010457024970856144,0.9306752224062241,-0.5572705208338072,-0.41169348479630935,-0.4500625130238478,0.8715531574216215,-0.5743577173799499,0.32854123009922465,-0.7064174200637434,0.9279436074843682,0.9195490963924845,1.0,-0.3682298471593294
 Sandy,-0.946753116400804,0.5388159060803246,-0.7908745952947442,-0.1125943372777612,-0.3710354484618638,0.9467332898775328,0.7926290870042666,0.6565321642986127,0.0,-0.251935512762043,-0.8898967174142574,0.5066945919381398,-0.9080912806360736,-0.23176179118107212,-0.2815939526783593,0.8296933401543833,0.6073516944008985,0.7683738449994667,-0.08178608201095304,-0.3971507353947688,0.0,0.7951465679458906,-0.11359236684941297,-0.5649940185898831,-0.6708203932499368,-0.09053574604251863,0.10461315619318824,-0.527249730196496,0.6488856845230502,-0.26562660124542986,0.0,-0.18079384588222738,-0.3682298471593294,1.0
